"ID","ACTIVITY_DATE","TOTAL_STEPS","TOTAL_DISTANCE","TRACKER_DISTANCE","LOGGED_ACTIVITIES_DISTANCE","VERY_ACTIVE_DISTANCE","MODERATELY_ACTIVE_DISTANCE","LIGHT_ACTIVE_DISTANCE","SEDENTARY_ACTIVE_DISTANCE","VERY_ACTIVE_MINUTES","FAIRLY_ACTIVE_MINUTES","LIGHTLY_ACTIVE_MINUTES","SEDENTARY_MINUTES","CALORIES","SEDENTARY_HOURS","ACTIVE_HOURS"
1624580081,"2016-05-03 00:00:00",2100,1.37,1.37,0.0,0.0,0.0,1.34,0.02,0,0,96,1344,1334,22,1
1624580081,"2016-05-04 00:00:00",2193,1.43,1.43,0.0,0.0,0.0,1.42,0.0,0,0,118,1322,1368,22,1
1624580081,"2016-05-05 00:00:00",2470,1.61,1.61,0.0,0.0,0.0,1.58,0.02,0,0,117,1323,1370,22,1
1624580081,"2016-05-06 00:00:00",1727,1.12,1.12,0.0,0.0,0.0,1.12,0.01,0,0,102,1338,1341,22,1
1624580081,"2016-05-07 00:00:00",2104,1.37,1.37,0.0,0.0,0.0,1.37,0.0,0,0,182,1258,1474,20,3
1624580081,"2016-05-08 00:00:00",3427,2.23,2.23,0.0,0.0,0.0,2.22,0.0,0,0,152,1288,1427,21,2
1624580081,"2016-05-09 00:00:00",1732,1.13,1.13,0.0,0.0,0.0,1.13,0.0,0,0,91,1349,1328,22,1
1624580081,"2016-05-10 00:00:00",2969,1.93,1.93,0.0,0.0,0.0,1.92,0.01,0,0,139,1301,1393,21,2
1624580081,"2016-05-11 00:00:00",3134,2.04,2.04,0.0,0.0,0.0,2.04,0.0,0,0,112,1328,1359,22,1
1644430081,"2016-04-12 00:00:00",10694,7.77,7.77,0.0,0.14,2.3,5.33,0.0,2,51,256,1131,3199,18,5
1644430081,"2016-04-13 00:00:00",8001,5.82,5.82,0.0,2.28,0.9,2.64,0.0,30,16,135,1259,2902,20,3
1644430081,"2016-04-14 00:00:00",11037,8.02,8.02,0.0,0.36,2.56,5.1,0.0,5,58,252,1125,3226,18,5
1644430081,"2016-04-15 00:00:00",5263,3.83,3.83,0.0,0.22,0.15,3.45,0.0,3,4,170,1263,2750,21,2
1644430081,"2016-04-16 00:00:00",15300,11.12,11.12,0.0,4.1,1.88,5.09,0.0,51,42,212,1135,3493,18,5
1644430081,"2016-04-17 00:00:00",8757,6.37,6.37,0.0,2.25,0.57,3.55,0.0,29,13,186,1212,3011,20,3
1644430081,"2016-04-18 00:00:00",7132,5.19,5.19,0.0,1.07,1.67,2.45,0.0,15,33,121,1271,2806,21,2
1644430081,"2016-04-19 00:00:00",11256,8.18,8.18,0.0,0.36,2.53,5.3,0.0,5,58,278,1099,3300,18,5
1644430081,"2016-04-20 00:00:00",2436,1.77,1.77,0.0,0.0,0.0,1.76,0.01,0,0,125,1315,2430,21,2
1644430081,"2016-04-21 00:00:00",1223,0.89,0.89,0.0,0.0,0.0,0.88,0.01,0,0,38,1402,2140,23,0
1644430081,"2016-04-22 00:00:00",3673,2.67,2.67,0.0,0.0,0.0,2.66,0.01,0,0,86,1354,2344,22,1
1644430081,"2016-04-23 00:00:00",6637,4.83,4.83,0.0,0.0,0.58,4.25,0.0,0,15,160,1265,2677,21,2
1644430081,"2016-04-24 00:00:00",3321,2.41,2.41,0.0,0.0,0.0,2.41,0.0,0,0,89,1351,2413,22,1
1644430081,"2016-04-25 00:00:00",3580,2.6,2.6,0.0,0.59,0.06,1.95,0.0,8,1,94,1337,2497,22,1
1644430081,"2016-04-26 00:00:00",9919,7.21,7.21,0.0,0.8,1.72,4.69,0.0,11,41,223,1165,3123,19,4
1644430081,"2016-04-27 00:00:00",3032,2.2,2.2,0.0,0.0,0.0,2.2,0.0,0,0,118,1322,2489,22,1
1644430081,"2016-04-28 00:00:00",9405,6.84,6.84,0.0,0.2,2.32,4.31,0.0,3,53,227,1157,3108,19,4
1644430081,"2016-04-29 00:00:00",3176,2.31,2.31,0.0,0.0,0.0,2.31,0.0,0,0,120,1193,2498,19,2
1644430081,"2016-05-03 00:00:00",12850,9.34,9.34,0.0,0.72,4.09,4.54,0.0,10,94,221,1115,3324,18,5
1644430081,"2016-05-04 00:00:00",2309,1.68,1.68,0.0,0.0,0.0,1.66,0.02,0,0,52,1388,2222,23,0
1644430081,"2016-05-05 00:00:00",4363,3.19,3.19,0.0,0.52,0.54,2.13,0.01,6,12,81,1341,2463,22,1
1644430081,"2016-05-06 00:00:00",9787,7.12,7.12,0.0,0.82,0.27,6.01,0.02,11,6,369,1054,3328,17,6
1644430081,"2016-05-07 00:00:00",13372,9.72,9.72,0.0,3.26,0.79,5.67,0.01,41,17,243,1139,3404,18,5
1644430081,"2016-05-08 00:00:00",6724,4.89,4.89,0.0,0.0,0.0,4.88,0.0,0,0,295,991,2987,16,4
1644430081,"2016-05-09 00:00:00",6643,4.83,4.83,0.0,2.39,0.35,2.09,0.01,32,6,303,1099,3008,18,5
1644430081,"2016-05-10 00:00:00",9167,6.66,6.66,0.0,0.88,0.81,4.97,0.01,12,19,155,1254,2799,20,3
1844505072,"2016-04-12 00:00:00",6697,4.43,4.43,0.0,0.0,0.0,4.43,0.0,0,0,339,1101,2030,18,5
1844505072,"2016-04-13 00:00:00",4929,3.26,3.26,0.0,0.0,0.0,3.26,0.0,0,0,248,1192,1860,19,4
1844505072,"2016-04-16 00:00:00",3414,2.26,2.26,0.0,0.0,0.0,2.26,0.0,0,0,147,1293,1657,21,2
1844505072,"2016-04-17 00:00:00",4525,2.99,2.99,0.0,0.14,0.26,2.59,0.0,2,8,199,1231,1793,20,3
1844505072,"2016-04-18 00:00:00",4597,3.04,3.04,0.0,0.0,0.48,2.56,0.0,0,12,217,1211,1814,20,3
1844505072,"2016-04-19 00:00:00",197,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0,0,10,1430,1366,23,0
1844505072,"2016-04-20 00:00:00",8,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0,0,1,1439,1349,23,0
1844505072,"2016-04-21 00:00:00",8054,5.32,5.32,0.0,0.12,0.52,4.68,0.0,2,13,308,1117,2062,18,5
1844505072,"2016-04-22 00:00:00",5372,3.55,3.55,0.0,0.0,0.0,3.55,0.0,0,0,220,1220,1827,20,3
1844505072,"2016-04-23 00:00:00",3570,2.36,2.36,0.0,0.0,0.0,2.36,0.0,0,0,139,1301,1645,21,2
1844505072,"2016-04-24 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-04-25 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-04-26 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-04-27 00:00:00",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,23,0
1844505072,"2016-04-28 00:00:00",6907,4.57,4.57,0.0,0.0,0.0,4.56,0.0,0,0,302,1138,1992,18,5
1844505072,"2016-04-29 00:00:00",4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,18,4
1844505072,"2016-05-02 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,24,0
1844505072,"2016-05-03 00:00:00",4059,2.68,2.68,0.0,0.0,0.0,2.68,0.0,0,0,184,1256,1742,20,3
1844505072,"2016-05-04 00:00:00",2080,1.37,1.37,0.0,0.0,0.0,1.37,0.0,0,0,87,1353,1549,22,1
1844505072,"2016-05-05 00:00:00",2237,1.48,1.48,0.0,0.0,0.0,1.48,0.0,0,0,120,1320,1589,22,2
1844505072,"2016-05-06 00:00:00",44,0.03,0.03,0.0,0.0,0.0,0.03,0.0,0,0,2,1438,1351,23,0
1844505072,"2016-05-07 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-05-08 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-05-09 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-05-10 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1844505072,"2016-05-11 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,24,0
1927972279,"2016-04-13 00:00:00",356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,16,0
1927972279,"2016-04-14 00:00:00",2163,1.5,1.5,0.0,0.0,0.4,1.1,0.0,0,9,88,1292,2383,21,1
1927972279,"2016-04-16 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,24,0
1927972279,"2016-04-17 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-04-18 00:00:00",244,0.17,0.17,0.0,0.0,0.0,0.17,0.0,0,0,17,1423,2111,23,0
1927972279,"2016-04-19 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-04-20 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-04-21 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,24,0
1927972279,"2016-04-22 00:00:00",149,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0,0,10,1430,2093,23,0
1927972279,"2016-04-23 00:00:00",2945,2.04,2.04,0.0,0.0,0.0,2.04,0.0,0,0,145,1295,2499,21,2
1927972279,"2016-04-24 00:00:00",2090,1.45,1.45,0.0,0.07,0.24,1.14,0.0,1,6,75,1358,2324,22,1
1927972279,"2016-04-25 00:00:00",152,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0,0,12,1303,2100,21,0
1927972279,"2016-04-26 00:00:00",3761,2.6,2.6,0.0,0.0,0.0,2.6,0.0,0,0,192,1058,2638,17,3
1927972279,"2016-04-27 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-04-28 00:00:00",1675,1.16,1.16,0.0,0.0,0.0,1.16,0.0,0,0,95,1167,2351,19,1
1927972279,"2016-04-29 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-04-30 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,24,0
1927972279,"2016-05-01 00:00:00",2704,1.87,1.87,0.0,1.01,0.03,0.83,0.0,14,1,70,1355,2411,22,1
1927972279,"2016-05-02 00:00:00",3790,2.62,2.62,0.0,1.16,0.3,1.16,0.0,16,8,94,1322,2505,22,1
1927972279,"2016-05-03 00:00:00",1326,0.92,0.92,0.0,0.73,0.0,0.18,0.0,10,0,17,1413,2195,23,0
1927972279,"2016-05-04 00:00:00",1786,1.24,1.24,0.0,0.0,0.0,1.24,0.0,0,0,87,1353,2338,22,1
1927972279,"2016-05-05 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-05-06 00:00:00",2091,1.45,1.45,0.0,0.0,0.0,1.45,0.0,0,0,108,1332,2383,22,1
1927972279,"2016-05-07 00:00:00",1510,1.04,1.04,0.0,0.0,0.0,1.04,0.0,0,0,48,1392,2229,23,0
1927972279,"2016-05-08 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-05-09 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-05-10 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-05-11 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,24,0
1927972279,"2016-05-12 00:00:00",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,16,0
2022484408,"2016-04-12 00:00:00",11875,8.34,8.34,0.0,3.31,0.77,4.26,0.0,42,14,227,1157,2390,19,4
2022484408,"2016-04-13 00:00:00",12024,8.5,8.5,0.0,2.99,0.1,5.41,0.0,43,5,292,1100,2601,18,5
2022484408,"2016-04-14 00:00:00",10690,7.5,7.5,0.0,2.48,0.21,4.82,0.0,32,3,257,1148,2312,19,4
2022484408,"2016-04-15 00:00:00",11034,8.03,8.03,0.0,1.94,0.31,5.78,0.0,27,9,282,1122,2525,18,5
2022484408,"2016-04-16 00:00:00",10100,7.09,7.09,0.0,3.15,0.55,3.39,0.0,41,11,151,1237,2177,20,3
2022484408,"2016-04-17 00:00:00",15112,11.4,11.4,0.0,3.87,0.66,6.88,0.0,28,29,331,1052,2782,17,6
2022484408,"2016-04-18 00:00:00",14131,10.07,10.07,0.0,3.64,0.12,6.3,0.0,48,3,311,1078,2770,17,6
2022484408,"2016-04-19 00:00:00",11548,8.53,8.53,0.0,3.29,0.24,5.0,0.0,31,7,250,1152,2489,19,4
2022484408,"2016-04-20 00:00:00",15112,10.67,10.67,0.0,3.34,1.93,5.4,0.0,48,63,276,1053,2897,17,6
2022484408,"2016-04-21 00:00:00",12453,8.74,8.74,0.0,3.33,1.11,4.31,0.0,104,53,255,1028,3158,17,6
2022484408,"2016-04-22 00:00:00",12954,9.33,9.33,0.0,4.43,0.42,4.47,0.0,52,10,273,1105,2638,18,5
2022484408,"2016-04-23 00:00:00",6001,4.21,4.21,0.0,0.0,0.0,4.21,0.0,0,0,249,1191,2069,19,4
2022484408,"2016-04-24 00:00:00",13481,10.28,10.28,0.0,4.55,1.15,4.58,0.0,37,26,216,1161,2529,19,4
2022484408,"2016-04-25 00:00:00",11369,8.01,8.01,0.0,3.33,0.22,4.46,0.0,44,8,217,1171,2470,19,4
2022484408,"2016-04-26 00:00:00",10119,7.19,7.19,0.0,1.43,0.66,5.11,0.0,55,24,275,1086,2793,18,5
2022484408,"2016-04-27 00:00:00",10159,7.13,7.13,0.0,1.04,0.97,5.12,0.0,19,20,282,1119,2463,18,5
2022484408,"2016-04-28 00:00:00",10140,7.12,7.12,0.0,0.41,1.33,5.39,0.0,6,20,291,1123,2296,18,5
2022484408,"2016-04-29 00:00:00",10245,7.19,7.19,0.0,0.48,1.21,5.5,0.0,21,40,281,1098,2611,18,5
2022484408,"2016-04-30 00:00:00",18387,12.91,12.91,0.0,0.94,1.4,10.57,0.0,13,23,361,1043,2732,17,6
2022484408,"2016-05-01 00:00:00",10538,7.4,7.4,0.0,1.94,0.96,4.5,0.0,25,28,245,1142,2380,19,4
2022484408,"2016-05-02 00:00:00",10379,7.29,7.29,0.0,2.61,0.34,4.33,0.0,36,8,277,1119,2473,18,5
2022484408,"2016-05-03 00:00:00",12183,8.74,8.74,0.0,3.99,0.46,4.28,0.0,72,14,250,1104,2752,18,5
2022484408,"2016-05-04 00:00:00",11768,8.29,8.29,0.0,2.51,0.93,4.85,0.0,36,27,272,1105,2649,18,5
2022484408,"2016-05-05 00:00:00",11895,8.35,8.35,0.0,2.79,0.86,4.7,0.0,55,20,253,1112,2609,18,5
2022484408,"2016-05-06 00:00:00",10227,7.18,7.18,0.0,1.87,0.67,4.64,0.0,24,17,295,1104,2498,18,5
2022484408,"2016-05-07 00:00:00",6708,4.71,4.71,0.0,1.61,0.08,3.02,0.0,20,2,149,1269,1995,21,2
2022484408,"2016-05-08 00:00:00",3292,2.31,2.31,0.0,0.0,0.0,2.31,0.0,0,0,135,1305,1848,21,2
2022484408,"2016-05-09 00:00:00",13379,9.39,9.39,0.0,2.12,1.63,5.64,0.0,35,47,297,1061,2709,17,6
2022484408,"2016-05-10 00:00:00",12798,8.98,8.98,0.0,2.22,1.21,5.56,0.0,57,28,271,1084,2797,18,5
2022484408,"2016-05-11 00:00:00",13272,9.32,9.32,0.0,4.18,1.15,3.99,0.0,58,25,224,1133,2544,18,5
2026352035,"2016-04-17 00:00:00",838,0.52,0.52,0.0,0.0,0.0,0.52,0.0,0,0,60,1053,1214,17,1
2026352035,"2016-04-18 00:00:00",3325,2.06,2.06,0.0,0.0,0.0,2.06,0.0,0,0,182,1062,1419,17,3
2026352035,"2016-04-26 00:00:00",5933,3.68,3.68,0.0,0.0,0.0,3.68,0.0,0,0,288,1018,1595,16,4
2026352035,"2016-05-03 00:00:00",5992,3.72,3.72,0.0,0.0,0.0,3.72,0.0,0,0,304,981,1604,16,5
2026352035,"2016-05-10 00:00:00",254,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0,0,17,1002,1141,16,0
2320127002,"2016-04-12 00:00:00",10725,7.49,7.49,0.0,1.17,0.31,6.01,0.0,13,9,306,1112,2124,18,5
2320127002,"2016-04-13 00:00:00",7275,4.9,4.9,0.0,0.0,0.0,4.9,0.0,0,0,335,1105,2003,18,5
2320127002,"2016-04-14 00:00:00",3973,2.68,2.68,0.0,0.0,0.0,2.68,0.0,0,0,191,1249,1696,20,3
2320127002,"2016-04-15 00:00:00",5205,3.51,3.51,0.0,0.0,0.0,3.51,0.0,0,0,245,1195,1801,19,4
2320127002,"2016-04-16 00:00:00",5057,3.41,3.41,0.0,0.0,0.0,3.4,0.0,0,0,195,1245,1724,20,3
2320127002,"2016-04-17 00:00:00",6198,4.18,4.18,0.0,0.0,0.0,4.18,0.0,0,0,249,1191,1852,19,4
2320127002,"2016-04-18 00:00:00",6559,4.42,4.42,0.0,0.0,0.26,4.14,0.0,0,7,260,1173,1905,19,4
2320127002,"2016-04-19 00:00:00",5997,4.04,4.04,0.0,0.0,0.38,3.66,0.0,0,11,228,1201,1811,20,3
2320127002,"2016-04-20 00:00:00",7192,4.85,4.85,0.0,0.0,0.49,4.34,0.0,0,11,283,1146,1922,19,4
2320127002,"2016-04-21 00:00:00",3404,2.29,2.29,0.0,0.06,0.42,1.81,0.0,1,10,127,1302,1610,21,2
2320127002,"2016-04-22 00:00:00",5583,3.76,3.76,0.0,0.0,0.0,3.76,0.0,0,0,266,1174,1851,19,4
2320127002,"2016-04-23 00:00:00",5079,3.42,3.42,0.0,0.0,0.0,3.42,0.0,0,0,242,1129,1804,18,4
2320127002,"2016-04-24 00:00:00",4165,2.81,2.81,0.0,0.0,0.0,2.8,0.0,0,0,204,1236,1725,20,3
2320127002,"2016-04-25 00:00:00",3588,2.42,2.42,0.0,0.23,0.2,1.99,0.0,3,5,152,1280,1654,21,2
2320127002,"2016-04-26 00:00:00",3409,2.3,2.3,0.0,0.0,0.0,2.3,0.0,0,0,147,1293,1632,21,2
2320127002,"2016-04-27 00:00:00",1715,1.16,1.16,0.0,0.0,0.0,1.16,0.0,0,0,82,1358,1481,22,1
2320127002,"2016-04-28 00:00:00",1532,1.03,1.03,0.0,0.0,0.0,1.03,0.0,0,0,76,1364,1473,22,1
2320127002,"2016-04-29 00:00:00",924,0.62,0.62,0.0,0.0,0.0,0.62,0.0,0,0,45,1395,1410,23,0
2320127002,"2016-04-30 00:00:00",4571,3.08,3.08,0.0,0.0,0.0,3.07,0.0,0,0,234,1206,1779,20,3
2320127002,"2016-05-01 00:00:00",772,0.52,0.52,0.0,0.0,0.0,0.52,0.0,0,0,40,1400,1403,23,0
2320127002,"2016-05-02 00:00:00",3634,2.45,2.45,0.0,0.36,0.21,1.88,0.0,5,6,123,1306,1613,21,2
2320127002,"2016-05-03 00:00:00",7443,5.02,5.02,0.0,1.49,0.37,3.16,0.0,20,10,206,1204,1878,20,3
2320127002,"2016-05-04 00:00:00",1201,0.81,0.81,0.0,0.0,0.0,0.81,0.0,0,0,52,1388,1426,23,0
2320127002,"2016-05-05 00:00:00",5202,3.51,3.51,0.0,0.0,0.39,3.11,0.0,0,11,223,1206,1780,20,3
2320127002,"2016-05-06 00:00:00",4878,3.29,3.29,0.0,0.0,0.0,3.29,0.0,0,0,204,1236,1742,20,3
2320127002,"2016-05-07 00:00:00",7379,4.97,4.97,0.0,0.0,0.0,4.97,0.0,0,0,319,1121,1972,18,5
2320127002,"2016-05-08 00:00:00",5161,3.48,3.48,0.0,0.0,0.0,3.47,0.0,0,0,247,1193,1821,19,4
2320127002,"2016-05-09 00:00:00",3090,2.08,2.08,0.0,0.0,0.0,2.08,0.0,0,0,145,1295,1630,21,2
2320127002,"2016-05-10 00:00:00",6227,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0,0,290,1150,1899,19,4
2320127002,"2016-05-11 00:00:00",6424,4.33,4.33,0.0,0.0,0.0,4.33,0.0,0,0,300,1140,1903,19,5
2347167796,"2016-04-12 00:00:00",10113,6.83,6.83,0.0,2.0,0.62,4.2,0.0,28,13,320,964,2344,16,6
2347167796,"2016-04-16 00:00:00",22244,15.08,15.08,0.0,5.45,4.1,5.53,0.0,66,72,268,968,2670,16,6
2347167796,"2016-04-20 00:00:00",10999,7.27,7.27,0.0,0.68,1.81,4.78,0.0,11,43,269,1011,2198,16,5
2873212765,"2016-04-12 00:00:00",8796,5.91,5.91,0.0,0.11,0.93,4.88,0.0,2,21,356,1061,1982,17,6
2873212765,"2016-04-13 00:00:00",7618,5.12,5.12,0.0,0.0,0.22,4.88,0.02,0,8,404,1028,2004,17,6
2873212765,"2016-04-14 00:00:00",7910,5.32,5.32,0.0,0.0,0.0,5.32,0.0,0,0,331,1109,1893,18,5
2873212765,"2016-04-15 00:00:00",8482,5.7,5.7,0.0,0.0,0.0,5.69,0.01,0,0,448,992,2063,16,7
2873212765,"2016-04-16 00:00:00",9685,6.65,6.65,0.0,3.11,0.02,3.51,0.01,47,1,305,1087,2148,18,5
2873212765,"2016-04-17 00:00:00",2524,1.7,1.7,0.0,0.0,0.35,1.34,0.0,0,8,160,1272,1529,21,2
2873212765,"2016-04-18 00:00:00",7762,5.24,5.24,0.0,0.07,0.28,4.89,0.0,1,6,311,1122,1890,18,5
2873212765,"2016-04-19 00:00:00",7948,5.37,5.37,0.0,0.0,0.0,5.36,0.0,0,0,389,1051,1956,17,6
2873212765,"2016-04-20 00:00:00",9202,6.3,6.3,0.0,1.51,0.12,4.66,0.01,22,5,378,1035,2094,17,6
2873212765,"2016-04-21 00:00:00",8859,5.98,5.98,0.0,0.13,0.37,5.47,0.01,2,10,371,1057,1970,17,6
2873212765,"2016-04-22 00:00:00",7286,4.9,4.9,0.0,0.46,0.0,4.42,0.02,46,0,366,1028,2241,17,6
2873212765,"2016-04-23 00:00:00",9317,6.35,6.35,0.0,2.09,0.23,4.02,0.01,28,5,330,1077,2021,17,6
2873212765,"2016-04-24 00:00:00",6873,4.68,4.68,0.0,3.0,0.06,1.62,0.0,46,1,190,1203,1898,20,3
2873212765,"2016-04-25 00:00:00",7373,4.95,4.95,0.0,0.0,0.0,4.95,0.0,0,0,359,1081,1907,18,5
2873212765,"2016-04-26 00:00:00",8242,5.54,5.54,0.0,0.12,0.18,5.24,0.0,2,5,309,1124,1882,18,5
2873212765,"2016-04-27 00:00:00",3516,2.36,2.36,0.0,0.0,0.0,2.36,0.0,46,0,197,1197,1966,19,4
2873212765,"2016-04-28 00:00:00",7913,5.41,5.41,0.0,2.16,0.34,2.91,0.0,28,7,213,1192,1835,19,4
2873212765,"2016-04-29 00:00:00",7365,4.95,4.95,0.0,1.36,1.41,2.18,0.0,20,23,206,1191,1780,19,4
2873212765,"2016-04-30 00:00:00",8452,5.68,5.68,0.0,0.33,1.08,4.26,0.01,5,20,248,1167,1830,19,4
